32,48,31,
33,7,32,
34,9,33,
35,11,34,
36,13,35,
37,38,36,
7,47,48,
1,8,6,
9,16,7,
2,10,8,
11,18,9,
3,12,10,
13,20,11,
4,14,12,
38,39,13,
16,46,47,
8,17,15,
18,23,16,
10,19,17,
20,25,18,
12,21,19,
39,40,20,
23,45,46,
17,24,22,
25,28,23,
19,26,24,
40,41,25,
28,44,45,
24,29,27,
41,42,28,
42,43,44,
49,0,69,
50,1,0,
51,2,1,
52,3,2,
53,4,3,
54,5,4,
55,56,5,
5,57,14,
14,58,21,
21,59,26,
26,60,29,
29,61,30,
30,62,63,
27,30,64,
22,27,65,
15,22,66,
6,15,67,
0,6,68,
31,-1,-1,
32,-1,-1,
33,-1,-1,
34,-1,-1,
35,-1,-1,
36,-1,-1,
37,-1,-1,
37,-1,-1,
38,-1,-1,
39,-1,-1,
40,-1,-1,
41,-1,-1,
42,-1,-1,
43,-1,-1,
43,-1,-1,
44,-1,-1,
45,-1,-1,
46,-1,-1,
47,-1,-1,
48,-1,-1,
31,-1,-1,
