1,9,8,
2,10,9,
3,11,10,
4,12,11,
5,13,12,
6,14,13,
9,16,15,
9,10,16,
10,17,16,
10,11,17,
11,18,17,
11,12,18,
12,19,18,
12,13,19,
13,20,19,
16,22,21,
16,17,22,
17,23,22,
17,18,23,
18,24,23,
18,19,24,
19,25,24,
22,27,26,
22,23,27,
23,28,27,
23,24,28,
24,29,28,
27,31,30,
27,28,31,
28,32,31,
31,34,33,
0,1,8,
1,2,9,
2,3,10,
3,4,11,
4,5,12,
5,6,13,
6,7,14,
13,14,20,
19,20,25,
24,25,29,
28,29,32,
31,32,34,
33,34,35,
30,31,33,
26,27,30,
21,22,26,
15,16,21,
8,9,15,
0,1,-1,
1,2,-1,
2,3,-1,
3,4,-1,
4,5,-1,
5,6,-1,
6,7,-1,
7,14,-1,
14,20,-1,
20,25,-1,
25,29,-1,
29,32,-1,
32,34,-1,
34,35,-1,
35,33,-1,
33,30,-1,
30,26,-1,
26,21,-1,
21,15,-1,
15,8,-1,
8,0,-1,
