9,10,18,17,
10,11,19,18,
11,12,20,19,
12,13,21,20,
13,14,22,21,
17,18,26,25,
18,19,27,26,
19,20,28,27,
20,21,29,28,
21,22,30,29,
25,26,34,33,
26,27,35,34,
27,28,36,35,
28,29,37,36,
29,30,38,37,
33,34,42,41,
34,35,43,42,
35,36,44,43,
36,37,45,44,
37,38,46,45,
41,42,50,49,
42,43,51,50,
43,44,52,51,
44,45,53,52,
45,46,54,53,
0,1,9,8,
1,2,10,9,
2,3,11,10,
3,4,12,11,
4,5,13,12,
5,6,14,13,
6,7,15,14,
14,15,23,22,
22,23,31,30,
30,31,39,38,
38,39,47,46,
46,47,55,54,
54,55,63,62,
53,54,62,61,
52,53,61,60,
51,52,60,59,
50,51,59,58,
49,50,58,57,
48,49,57,56,
40,41,49,48,
32,33,41,40,
24,25,33,32,
16,17,25,24,
8,9,17,16,
0,1,-1,-1,
1,2,-1,-1,
2,3,-1,-1,
3,4,-1,-1,
4,5,-1,-1,
5,6,-1,-1,
6,7,-1,-1,
7,15,-1,-1,
15,23,-1,-1,
23,31,-1,-1,
31,39,-1,-1,
39,47,-1,-1,
47,55,-1,-1,
55,63,-1,-1,
63,62,-1,-1,
62,61,-1,-1,
61,60,-1,-1,
60,59,-1,-1,
59,58,-1,-1,
58,57,-1,-1,
57,56,-1,-1,
56,48,-1,-1,
48,40,-1,-1,
40,32,-1,-1,
32,24,-1,-1,
24,16,-1,-1,
16,8,-1,-1,
8,0,-1,-1,
