1.0,
-0.9411764705882353,
0.8304498269896193,
-0.6806431915326684,
0.5086145999209779,
-0.332844786482019,
0.1708705628143414,
-0.03697024189577179,
-0.059545705754994585,

1.0,
0.9411764705882353,
0.8304498269896193,
0.6806431915326684,
0.5086145999209779,
0.332844786482019,
0.1708705628143414,
0.03697024189577179,
-0.059545705754994585,

1.0,
-0.9411764705882353,
0.8304498269896193,
-0.6806431915326684,
0.5086145999209779,
-0.332844786482019,
0.1708705628143414,
-0.03697024189577179,
-0.059545705754994585,

1.0,
0.9411764705882353,
0.8304498269896193,
0.6806431915326684,
0.5086145999209779,
0.332844786482019,
0.1708705628143414,
0.03697024189577179,
-0.059545705754994585,

