1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,
0.0,3.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,
0.0,0.0,5.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,
0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,63.0,0.0,
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,-63.0,0.0,0.0,0.0,0.0,81.0,

1.0,3.0,5.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,3.0,9.0,15.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,25.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,35.0,49.0,63.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,45.0,63.0,81.0,

1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,
0.0,-3.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,-27.0,0.0,0.0,0.0,
0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,
0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,0.0,0.0,-35.0,0.0,0.0,0.0,0.0,-49.0,0.0,0.0,0.0,0.0,-63.0,0.0,
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,81.0,

1.0,-3.0,5.0,-7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,-3.0,9.0,-15.0,21.0,-27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-15.0,25.0,-35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,21.0,-35.0,49.0,-63.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-27.0,45.0,-63.0,81.0,

