1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
-0.4,-0.6,-0.4,-0.6,-0.6,-0.4,-0.6,-0.6,-0.6,-0.4,-0.4,-0.6,-0.4,-0.4,-0.6,-0.6,-0.4,-0.6,-0.4,-0.4,-0.6,-0.4,-0.6,-0.4,0.4,0.0,0.2,0.4,0.0,0.2,0.2,0.0,0.2,0.4,0.0,0.4,0.2,0.0,0.0,0.4,0.2,0.0,0.4,1.2,0.8,1.0,0.8,1.0,0.8,1.2,1.6,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.8,-0.4,-0.4,-0.4,-0.4,0.0,0.4,0.0,0.4,0.0,0.4,0.0,0.8,1.2,0.8,1.2,0.8,1.6,2.0,1.6,2.4,-0.6,-0.6,-0.6,-0.6,0.2,0.0,0.2,0.0,0.2,0.0,1.0,0.8,1.0,0.8,1.8,1.6,-0.6,-0.6,-0.6,-0.6,0.2,0.2,0.0,0.2,0.0,1.0,1.0,0.8,1.8,
-0.4,-0.6,-0.4,-0.6,-0.6,-0.4,-0.6,-0.6,-0.6,0.2,-0.1,0.0,0.2,-0.1,0.0,0.0,-0.1,0.0,0.8,0.5,0.6,0.5,0.6,1.1,-0.2,-0.3,-0.4,-0.2,-0.3,-0.4,-0.4,-0.3,-0.4,0.4,0.3,0.1,0.2,0.0,0.3,0.1,0.2,0.9,0.7,0.0,-0.1,-0.2,-0.1,-0.2,0.5,0.3,0.1,-0.8,-0.5,-0.8,-0.5,-0.8,-0.5,-0.8,-0.5,-0.8,-0.2,0.1,-0.2,0.1,-0.2,0.1,-0.2,0.4,0.7,0.4,0.7,0.4,1.0,1.3,1.0,1.6,-0.7,-0.7,-0.7,-0.7,-0.6,-0.5,-0.6,-0.5,-0.6,-0.5,-0.6,-0.4,-0.3,-0.4,-0.3,-0.4,-0.2,-0.1,-0.2,0.0,-0.6,0.0,0.6,1.2,-0.4,0.0,0.2,0.6,0.8,1.2,-0.2,0.2,0.4,0.8,0.0,0.4,-0.6,0.0,0.6,1.2,-0.4,0.2,0.0,0.8,0.6,-0.2,0.4,0.2,0.0,
-0.4,-0.5,0.0,-0.3,-0.1,0.4,0.1,0.3,0.5,-0.2,-0.4,-0.3,0.2,0.0,-0.1,0.1,0.4,0.3,0.0,-0.2,-0.1,0.2,0.1,0.0,-0.2,-0.4,-0.3,0.2,0.0,-0.1,0.1,0.4,0.3,0.0,-0.2,-0.2,-0.1,0.0,0.2,0.2,0.1,0.0,0.0,0.0,-0.2,-0.1,0.2,0.1,0.0,0.0,0.0,-0.8,-0.6,-0.4,-0.2,0.0,0.2,0.4,0.6,0.8,-0.6,-0.4,-0.2,0.0,0.2,0.4,0.6,-0.4,-0.2,0.0,0.2,0.4,-0.2,0.0,0.2,0.0,-0.6,-0.2,0.2,0.6,-0.6,-0.4,-0.2,0.0,0.2,0.4,0.6,-0.4,-0.2,0.0,0.2,0.4,-0.2,0.0,0.2,0.0,-0.7,-0.5,-0.3,-0.1,-0.5,-0.4,-0.3,-0.2,-0.1,0.0,-0.3,-0.2,-0.1,0.0,-0.1,0.0,0.7,0.5,0.3,0.1,0.5,0.3,0.4,0.1,0.2,0.3,0.1,0.2,0.1,
-0.14,0.18,-0.14,0.18,0.18,-0.14,0.18,0.18,0.18,-0.14,-0.14,0.18,-0.14,-0.14,0.18,0.18,-0.14,0.18,-0.14,-0.14,0.18,-0.14,0.18,-0.14,-0.64,-0.54,-0.62,-0.64,-0.54,-0.62,-0.62,-0.54,-0.62,-0.64,-0.54,-0.64,-0.62,-0.54,-0.54,-0.64,-0.62,-0.54,-0.64,0.06,-0.44,-0.22,-0.44,-0.22,-0.44,0.06,0.86,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,-0.14,-0.14,-0.14,-0.14,-0.54,-0.64,-0.54,-0.64,-0.54,-0.64,-0.54,-0.44,0.06,-0.44,0.06,-0.44,0.86,1.96,0.86,3.36,0.18,0.18,0.18,0.18,-0.62,-0.54,-0.62,-0.54,-0.62,-0.54,-0.22,-0.44,-0.22,-0.44,1.38,0.86,0.18,0.18,0.18,0.18,-0.62,-0.62,-0.54,-0.62,-0.54,-0.22,-0.22,-0.44,1.38,
0.04,0.252,0.04,0.252,0.252,0.04,0.252,0.252,0.252,-0.02,0.028,0.012,-0.02,0.028,0.012,0.012,0.028,0.012,-0.08,-0.032,-0.228,-0.032,-0.228,-0.092,-0.22,-0.132,-0.308,-0.22,-0.132,-0.308,-0.308,-0.132,-0.308,0.44,0.168,0.128,0.172,0.0,0.168,0.128,0.172,0.468,0.788,0.0,-0.152,-0.388,-0.152,-0.388,0.868,0.708,0.308,0.56,0.368,0.56,0.368,0.56,0.368,0.56,0.368,0.56,0.14,-0.052,0.14,-0.052,0.14,-0.052,0.14,-0.28,-0.472,-0.28,-0.472,-0.28,-0.7,-0.892,-0.7,-1.12,0.088,0.088,0.088,0.088,-0.3,-0.532,-0.3,-0.532,-0.3,-0.532,-0.3,-0.68,-0.672,-0.68,-0.672,-0.68,-0.58,-0.332,-0.58,0.0,0.252,0.012,-0.228,-0.468,-0.308,0.0,0.172,0.3,0.652,0.6,-0.388,0.34,0.812,1.36,0.012,1.16,0.252,0.012,-0.228,-0.468,-0.308,0.172,0.0,0.652,0.3,-0.388,0.812,0.34,0.012,
-0.06,0.212,-0.06,0.212,0.212,-0.06,0.212,0.212,0.212,-0.42,-0.332,-0.428,-0.42,-0.332,-0.428,-0.428,-0.332,-0.428,0.02,-0.292,-0.268,-0.292,-0.268,0.548,-0.12,-0.092,0.052,-0.12,-0.092,0.052,0.052,-0.092,0.052,-0.16,-0.292,-0.232,-0.268,-0.3,-0.292,-0.232,-0.268,0.308,0.128,-0.1,-0.112,-0.028,-0.112,-0.028,0.008,-0.052,-0.052,0.56,0.008,0.56,0.008,0.56,0.008,0.56,0.008,0.56,-0.36,-0.512,-0.36,-0.512,-0.36,-0.512,-0.36,-0.48,-0.232,-0.48,-0.232,-0.48,0.2,0.848,0.2,1.68,0.428,0.428,0.428,0.428,0.3,0.208,0.3,0.208,0.3,0.208,0.3,0.12,0.068,0.12,0.068,0.12,0.02,0.008,0.02,0.0,0.212,-0.428,-0.268,0.692,0.052,-0.3,-0.268,-0.1,0.212,0.9,-0.028,-0.16,-0.028,0.36,-0.028,0.06,0.212,-0.428,-0.268,0.692,0.052,-0.268,-0.3,0.212,-0.1,-0.028,-0.028,-0.16,-0.028,
0.04,0.2,0.0,0.12,0.04,-0.04,-0.04,-0.12,-0.2,0.02,0.04,0.12,-0.02,0.0,0.04,-0.04,-0.04,-0.12,0.0,0.02,0.04,-0.02,-0.04,0.0,-0.22,-0.2,-0.24,0.22,0.0,-0.08,0.08,0.2,0.24,0.0,-0.1,-0.22,-0.08,0.0,0.1,0.22,0.08,0.0,0.0,0.0,-0.34,-0.2,0.34,0.2,0.0,0.0,0.0,0.56,0.42,0.28,0.14,0.0,-0.14,-0.28,-0.42,-0.56,0.42,0.28,0.14,0.0,-0.14,-0.28,-0.42,0.28,0.14,0.0,-0.14,-0.28,0.14,0.0,-0.14,0.0,0.06,0.02,-0.02,-0.06,-0.3,-0.44,-0.1,0.0,0.1,0.44,0.3,-0.68,-0.46,0.0,0.46,0.68,-0.58,0.0,0.58,0.0,0.28,0.2,0.12,0.04,-0.4,-0.2,-0.24,-0.1,-0.08,0.0,-0.6,-0.34,-0.2,0.0,-0.32,0.0,-0.28,-0.2,-0.12,-0.04,0.4,0.24,0.2,0.08,0.1,0.6,0.2,0.34,0.32,
0.04,0.2,0.0,0.12,0.04,-0.04,-0.04,-0.12,-0.2,-0.18,-0.16,-0.18,0.18,0.0,-0.06,0.06,0.16,0.18,0.0,-0.28,-0.16,0.28,0.16,0.0,-0.02,0.0,0.06,0.02,0.0,0.02,-0.02,0.0,-0.06,0.0,-0.2,-0.12,-0.08,0.0,0.2,0.12,0.08,0.0,0.0,0.0,-0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.56,0.12,0.28,0.04,0.0,-0.04,-0.28,-0.12,-0.56,-0.18,-0.32,-0.06,0.0,0.06,0.32,0.18,-0.52,-0.36,0.0,0.36,0.52,-0.46,0.0,0.46,0.0,0.36,0.12,-0.12,-0.36,0.3,0.16,0.1,0.0,-0.1,-0.16,-0.3,0.12,0.04,0.0,-0.04,-0.12,0.02,0.0,-0.02,0.0,0.28,-0.3,-0.48,-0.26,0.1,-0.2,-0.24,-0.3,-0.18,0.0,0.0,-0.14,-0.1,0.0,-0.02,0.0,-0.28,0.3,0.48,0.26,-0.1,0.24,0.2,0.18,0.3,0.0,0.1,0.14,0.02,
0.0,0.056,-0.24,-0.184,-0.304,0.0,-0.304,-0.184,0.056,-0.06,0.064,-0.044,-0.06,-0.176,-0.164,-0.164,0.064,-0.044,-0.04,-0.016,-0.064,-0.016,-0.064,-0.016,-0.06,0.064,-0.044,-0.06,-0.176,-0.164,-0.164,0.064,-0.044,-0.04,-0.016,-0.016,-0.064,-0.12,-0.016,-0.016,-0.064,-0.016,-0.016,-0.04,-0.016,-0.064,-0.016,-0.064,-0.016,-0.016,-0.016,0.56,0.224,-0.16,-0.256,-0.4,-0.256,-0.16,0.224,0.56,0.3,0.064,-0.18,-0.176,-0.18,0.064,0.3,0.12,-0.016,-0.12,-0.016,0.12,0.02,-0.016,0.02,0.0,0.224,-0.256,-0.256,0.224,0.3,0.064,-0.18,-0.176,-0.18,0.064,0.3,0.12,-0.016,-0.12,-0.016,0.12,0.02,-0.016,0.02,0.0,0.416,0.196,0.056,-0.004,0.196,0.12,0.056,0.02,-0.004,0.0,0.056,0.02,-0.004,0.0,-0.004,0.0,0.416,0.196,0.056,-0.004,0.196,0.056,0.12,-0.004,0.02,0.056,-0.004,0.02,-0.004,
