0.5,0.0,0.0,0.0,0.0,0.0,
-0.5,0.0,0.0,0.0,0.0,0.0,
0.0,0.125,-0.375,0.0,0.0,0.0,
0.0,-0.125,-0.125,0.0,0.0,0.0,
0.5,0.0,0.0,0.0,0.0,0.0,
0.0,-0.125,0.375,0.0,0.0,0.0,
0.0,0.0,0.0,0.5,-0.5,2.5,
0.0,0.125,0.125,0.0,0.0,0.0,
0.0,0.0,0.0,-0.5,0.25,1.25,
0.0,0.0,0.0,0.5,0.25,0.25,

1.5,0.0,0.0,0.0,0.0,0.0,
0.5,-5.0,0.0,0.0,0.0,0.0,
-1.0,-1.25,0.0,0.0,0.0,0.0,
0.0,0.0,-1.25,0.0,0.0,0.0,
0.25,-2.5,0.0,3.75,0.0,0.0,
-0.5,2.75,0.0,1.5,0.0,0.0,
0.75,1.5,0.0,0.25,0.0,0.0,
0.0,0.0,-0.25,0.0,3.0,0.0,
0.0,0.0,1.0,0.0,0.5,0.0,
0.0,0.0,0.0,0.0,0.0,0.5,

1.5,0.0,0.0,0.0,0.0,0.0,
0.5,2.5,-2.5,0.0,0.0,0.0,
0.5,-3.125,-0.625,0.0,0.0,0.0,
-0.5,-0.625,-0.625,0.0,0.0,0.0,
0.25,1.25,-1.25,3.75,-3.75,3.75,
0.25,0.125,-0.875,-5.25,3.0,1.5,
0.25,-1.75,-0.25,4.75,1.75,0.25,
-0.25,-0.875,0.625,-0.75,0.0,1.5,
-0.25,1.0,0.0,1.75,1.25,0.25,
0.25,0.5,0.5,0.25,0.25,0.25,

1.5,0.0,0.0,0.0,0.0,0.0,
0.5,-5.0,0.0,0.0,0.0,0.0,
0.5,0.625,-1.875,0.0,0.0,0.0,
0.5,0.625,0.625,0.0,0.0,0.0,
0.25,-2.5,0.0,11.25,0.0,0.0,
0.25,-1.375,-0.375,-2.25,4.5,0.0,
0.25,0.5,-1.0,0.25,-0.5,2.5,
0.25,-1.375,0.125,-2.25,-1.5,0.0,
0.25,0.5,-0.5,0.25,-0.25,-1.25,
0.25,0.5,0.5,0.25,0.25,0.25,

