-6.0,10.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,-10.0,30.0,0.0,14.0,0.0,-42.0,0.0,0.0,0.0,-18.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,10.0,10.0,0.0,-14.0,0.0,-14.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,-1.5555555555555556,0.0,4.666666666666667,-7.777777777777778,0.0,0.0,2.0,0.0,0.0,-6.0,0.0,10.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,-7.0,-11.666666666666666,0.0,0.0,-6.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,-1.5555555555555556,0.0,-2.3333333333333335,-0.7777777777777778,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,54.0,0.0,-90.0,126.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,-7.92,0.0,3.6,15.12,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.0,0.0,10.8,0.0,54.0,25.2,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,6.48,0.0,3.6,0.72,

-0.4,-0.2222222222222222,0.8888888888888888,0.0,-0.15555555555555556,0.6222222222222222,-1.4,0.0,0.0,0.0,-0.12,0.48,-1.08,1.92,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.8888888888888888,0.4444444444444444,0.0,0.6222222222222222,-1.3688888888888888,-1.12,0.0,0.0,0.0,0.48,-1.44,1.44,1.92,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.37333333333333335,-2.24,0.0,0.0,0.0,0.0,0.0,0.16,-0.96,3.2,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,-0.2,-0.16,-0.04,0.0,0.0,0.0,-0.15428571428571428,0.2057142857142857,0.34530612244897957,0.11755102040816326,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,-0.08,0.0,0.0,0.0,0.0,0.0,-0.13714285714285715,0.4555102040816327,0.19591836734693877,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3673469387755102,2.938775510204082,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8228571428571428,0.8228571428571428,0.3526530612244898,0.05877551020408163,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.9795918367346939,0.16326530612244897,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.816326530612244,1.469387755102041,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,

-0.4,-0.2222222222222222,-0.4444444444444444,1.3333333333333333,-0.15555555555555556,-0.3111111111111111,-0.4666666666666667,0.9333333333333333,1.4,-2.3333333333333335,-0.12,-0.24,-0.36,-0.48,0.72,1.08,1.44,-1.8,-2.4,3.36,
0.0,-0.4444444444444444,1.1111111111111112,0.6666666666666666,-0.3111111111111111,-0.06222222222222222,1.3066666666666666,1.3066666666666666,-2.24,-1.8666666666666667,-0.24,-0.24,0.24,1.44,1.2,0.0,-3.36,-2.4,2.4,3.36,
0.0,0.4444444444444444,0.2222222222222222,0.6666666666666666,0.3111111111111111,0.43555555555555553,0.18666666666666668,-0.9333333333333333,0.0,-1.8666666666666667,0.24,0.4,0.4,0.16,-1.04,-0.96,-0.16,0.8,-0.8,3.36,
0.0,0.0,0.0,0.0,-0.022222222222222223,0.06222222222222222,-0.08444444444444445,0.02666666666666667,-0.09333333333333334,-0.022222222222222223,-0.017142857142857144,0.011428571428571429,0.04979591836734694,-0.10122448979591837,0.05714285714285714,-0.1346938775510204,0.0946938775510204,-0.06938775510204082,0.21224489795918366,0.06857142857142857,
0.0,0.0,0.0,0.0,0.06666666666666667,-0.10666666666666667,-0.09333333333333334,0.0,-0.2,-0.06666666666666667,0.05142857142857143,0.0,-0.1346938775510204,-0.08816326530612245,-0.13714285714285715,0.1983673469387755,-0.009795918367346938,-0.012244897959183673,0.44081632653061226,0.2057142857142857,
0.0,0.0,0.0,0.0,-0.1111111111111111,-0.08888888888888889,-0.022222222222222223,-0.26666666666666666,-0.06666666666666667,-0.1111111111111111,-0.08571428571428572,-0.11428571428571428,-0.06938775510204082,-0.0163265306122449,0.11428571428571428,-0.012244897959183673,-0.0163265306122449,0.6326530612244898,0.08163265306122448,0.34285714285714286,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06857142857142857,0.2057142857142857,-0.3036734693877551,0.3379591836734694,0.06857142857142857,-0.26448979591836735,0.5044897959183674,-0.04897959183673469,0.22040816326530613,0.03428571428571429,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06857142857142857,-0.16,0.0946938775510204,0.16816326530612244,-0.022857142857142857,-0.009795918367346938,0.34122448979591835,-0.0163265306122449,0.18775510204081633,0.03428571428571429,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34285714285714286,0.34285714285714286,0.636734693877551,0.22040816326530613,-0.34285714285714286,1.3224489795918368,0.563265306122449,0.24489795918367346,0.6122448979591837,0.17142857142857143,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,1.44,0.6171428571428571,0.10285714285714286,4.32,1.8514285714285714,0.30857142857142855,3.085714285714286,0.5142857142857142,0.72,

0.4,0.2222222222222222,0.4444444444444444,1.3333333333333333,0.15555555555555556,0.3111111111111111,0.4666666666666667,0.9333333333333333,1.4,2.3333333333333335,0.12,0.24,0.36,0.48,0.72,1.08,1.44,1.8,2.4,3.36,
0.0,-0.8888888888888888,0.2222222222222222,0.6666666666666666,-0.6222222222222222,-0.6844444444444444,0.37333333333333335,-2.0533333333333332,1.12,1.8666666666666667,-0.48,-0.72,-0.48,0.48,-2.16,-1.44,1.44,-2.4,2.4,3.36,
0.0,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.18666666666666668,-0.7466666666666667,0.18666666666666668,-1.12,1.8666666666666667,0.0,-0.08,-0.32,-0.8,0.08,-0.48,-1.76,0.8,-0.8,3.36,
0.0,0.0,0.0,0.0,0.06666666666666667,-0.02666666666666667,0.0044444444444444444,-0.08,0.013333333333333334,0.022222222222222223,0.05142857142857143,0.03428571428571429,-0.03836734693877551,0.009795918367346938,0.10285714285714286,-0.11510204081632654,0.029387755102040815,-0.19183673469387755,0.04897959183673469,0.06857142857142857,
0.0,0.0,0.0,0.0,0.0,0.16,-0.02666666666666667,-0.16,-0.04,0.06666666666666667,0.0,0.06857142857142857,0.15183673469387754,-0.04897959183673469,-0.06857142857142857,0.22775510204081634,-0.10775510204081633,-0.3795918367346939,-0.04897959183673469,0.2057142857142857,
0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,-0.3333333333333333,0.1111111111111111,0.0,0.0,0.04081632653061224,0.24489795918367346,0.0,-0.061224489795918366,0.1469387755102041,0.02040816326530612,-0.7346938775510204,0.34285714285714286,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2742857142857143,0.13714285714285715,-0.03918367346938775,0.004897959183673469,0.4114285714285714,-0.11755102040816326,0.014693877551020407,-0.19591836734693877,0.024489795918367346,0.03428571428571429,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22857142857142856,0.0653061224489796,-0.00816326530612245,0.22857142857142856,0.09795918367346938,-0.017959183673469388,-0.16326530612244897,-0.00816326530612245,0.03428571428571429,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9795918367346939,-0.12244897959183673,0.0,-1.469387755102041,-0.07346938775510205,0.4897959183673469,0.3673469387755102,-0.17142857142857143,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,0.0,0.0,6.48,0.0,-3.6,0.72,

