1,11,10,
2,12,11,
3,13,12,
4,14,13,
5,15,14,
6,16,15,
7,17,16,
8,18,17,
11,20,19,
11,12,20,
12,21,20,
12,13,21,
13,22,21,
13,14,22,
14,23,22,
14,15,23,
15,24,23,
15,16,24,
16,25,24,
16,17,25,
17,26,25,
20,28,27,
20,21,28,
21,29,28,
21,22,29,
22,30,29,
22,23,30,
23,31,30,
23,24,31,
24,32,31,
24,25,32,
25,33,32,
28,35,34,
28,29,35,
29,36,35,
29,30,36,
30,37,36,
30,31,37,
31,38,37,
31,32,38,
32,39,38,
35,41,40,
35,36,41,
36,42,41,
36,37,42,
37,43,42,
37,38,43,
38,44,43,
41,46,45,
41,42,46,
42,47,46,
42,43,47,
43,48,47,
46,50,49,
46,47,50,
47,51,50,
50,53,52,
0,1,10,
1,2,11,
2,3,12,
3,4,13,
4,5,14,
5,6,15,
6,7,16,
7,8,17,
8,9,18,
17,18,26,
25,26,33,
32,33,39,
38,39,44,
43,44,48,
47,48,51,
50,51,53,
52,53,54,
49,50,52,
45,46,49,
40,41,45,
34,35,40,
27,28,34,
19,20,27,
10,11,19,
0,1,-1,
1,2,-1,
2,3,-1,
3,4,-1,
4,5,-1,
5,6,-1,
6,7,-1,
7,8,-1,
8,9,-1,
9,18,-1,
18,26,-1,
26,33,-1,
33,39,-1,
39,44,-1,
44,48,-1,
48,51,-1,
51,53,-1,
53,54,-1,
54,52,-1,
52,49,-1,
49,45,-1,
45,40,-1,
40,34,-1,
34,27,-1,
27,19,-1,
19,10,-1,
10,0,-1,
