58,80,57,
59,9,58,
60,11,59,
61,13,60,
62,15,61,
63,17,62,
64,19,63,
65,66,64,
9,79,80,
1,10,8,
11,22,9,
2,12,10,
13,24,11,
3,14,12,
15,26,13,
4,16,14,
17,28,15,
5,18,16,
19,30,17,
6,20,18,
66,67,19,
22,78,79,
10,23,21,
24,33,22,
12,25,23,
26,35,24,
14,27,25,
28,37,26,
16,29,27,
30,39,28,
18,31,29,
67,68,30,
33,77,78,
23,34,32,
35,42,33,
25,36,34,
37,44,35,
27,38,36,
39,46,37,
29,40,38,
68,69,39,
42,76,77,
34,43,41,
44,49,42,
36,45,43,
46,51,44,
38,47,45,
69,70,46,
49,75,76,
43,50,48,
51,54,49,
45,52,50,
70,71,51,
54,74,75,
50,55,53,
71,72,54,
72,73,74,
81,0,107,
82,1,0,
83,2,1,
84,3,2,
85,4,3,
86,5,4,
87,6,5,
88,7,6,
89,90,7,
7,91,20,
20,92,31,
31,93,40,
40,94,47,
47,95,52,
52,96,55,
55,97,56,
56,98,99,
53,56,100,
48,53,101,
41,48,102,
32,41,103,
21,32,104,
8,21,105,
0,8,106,
57,-1,-1,
58,-1,-1,
59,-1,-1,
60,-1,-1,
61,-1,-1,
62,-1,-1,
63,-1,-1,
64,-1,-1,
65,-1,-1,
65,-1,-1,
66,-1,-1,
67,-1,-1,
68,-1,-1,
69,-1,-1,
70,-1,-1,
71,-1,-1,
72,-1,-1,
73,-1,-1,
73,-1,-1,
74,-1,-1,
75,-1,-1,
76,-1,-1,
77,-1,-1,
78,-1,-1,
79,-1,-1,
80,-1,-1,
57,-1,-1,
