92,120,91,
93,11,92,
94,13,93,
95,15,94,
96,17,95,
97,19,96,
98,21,97,
99,23,98,
100,25,99,
101,102,100,
11,119,120,
1,12,10,
13,28,11,
2,14,12,
15,30,13,
3,16,14,
17,32,15,
4,18,16,
19,34,17,
5,20,18,
21,36,19,
6,22,20,
23,38,21,
7,24,22,
25,40,23,
8,26,24,
102,103,25,
28,118,119,
12,29,27,
30,43,28,
14,31,29,
32,45,30,
16,33,31,
34,47,32,
18,35,33,
36,49,34,
20,37,35,
38,51,36,
22,39,37,
40,53,38,
24,41,39,
103,104,40,
43,117,118,
29,44,42,
45,56,43,
31,46,44,
47,58,45,
33,48,46,
49,60,47,
35,50,48,
51,62,49,
37,52,50,
53,64,51,
39,54,52,
104,105,53,
56,116,117,
44,57,55,
58,67,56,
46,59,57,
60,69,58,
48,61,59,
62,71,60,
50,63,61,
64,73,62,
52,65,63,
105,106,64,
67,115,116,
57,68,66,
69,76,67,
59,70,68,
71,78,69,
61,72,70,
73,80,71,
63,74,72,
106,107,73,
76,114,115,
68,77,75,
78,83,76,
70,79,77,
80,85,78,
72,81,79,
107,108,80,
83,113,114,
77,84,82,
85,88,83,
79,86,84,
108,109,85,
88,112,113,
84,89,87,
109,110,88,
110,111,112,
121,0,153,
122,1,0,
123,2,1,
124,3,2,
125,4,3,
126,5,4,
127,6,5,
128,7,6,
129,8,7,
130,9,8,
131,132,9,
9,133,26,
26,134,41,
41,135,54,
54,136,65,
65,137,74,
74,138,81,
81,139,86,
86,140,89,
89,141,90,
90,142,143,
87,90,144,
82,87,145,
75,82,146,
66,75,147,
55,66,148,
42,55,149,
27,42,150,
10,27,151,
0,10,152,
91,-1,-1,
92,-1,-1,
93,-1,-1,
94,-1,-1,
95,-1,-1,
96,-1,-1,
97,-1,-1,
98,-1,-1,
99,-1,-1,
100,-1,-1,
101,-1,-1,
101,-1,-1,
102,-1,-1,
103,-1,-1,
104,-1,-1,
105,-1,-1,
106,-1,-1,
107,-1,-1,
108,-1,-1,
109,-1,-1,
110,-1,-1,
111,-1,-1,
111,-1,-1,
112,-1,-1,
113,-1,-1,
114,-1,-1,
115,-1,-1,
116,-1,-1,
117,-1,-1,
118,-1,-1,
119,-1,-1,
120,-1,-1,
91,-1,-1,
