21,22,25,26,37,38,41,42,
0,1,4,5,16,17,20,21,
1,2,5,6,17,18,21,22,
2,3,6,7,18,19,22,23,
4,5,8,9,20,21,24,25,
5,6,9,10,21,22,25,26,
6,7,10,11,22,23,26,27,
8,9,12,13,24,25,28,29,
9,10,13,14,25,26,29,30,
10,11,14,15,26,27,30,31,
16,17,20,21,32,33,36,37,
17,18,21,22,33,34,37,38,
18,19,22,23,34,35,38,39,
32,33,36,37,48,49,52,53,
33,34,37,38,49,50,53,54,
34,35,38,39,50,51,54,55,
22,23,26,27,38,39,42,43,
26,27,30,31,42,43,46,47,
38,39,42,43,54,55,58,59,
42,43,46,47,58,59,62,63,
24,25,28,29,40,41,44,45,
25,26,29,30,41,42,45,46,
40,41,44,45,56,57,60,61,
41,42,45,46,57,58,61,62,
20,21,24,25,36,37,40,41,
36,37,40,41,52,53,56,57,
37,38,41,42,53,54,57,58,
0,1,4,5,-1,-1,-1,-1,
4,5,8,9,-1,-1,-1,-1,
8,9,12,13,-1,-1,-1,-1,
1,2,5,6,-1,-1,-1,-1,
5,6,9,10,-1,-1,-1,-1,
9,10,13,14,-1,-1,-1,-1,
2,3,6,7,-1,-1,-1,-1,
6,7,10,11,-1,-1,-1,-1,
10,11,14,15,-1,-1,-1,-1,
0,1,16,17,-1,-1,-1,-1,
1,2,17,18,-1,-1,-1,-1,
2,3,18,19,-1,-1,-1,-1,
16,17,32,33,-1,-1,-1,-1,
17,18,33,34,-1,-1,-1,-1,
18,19,34,35,-1,-1,-1,-1,
32,33,48,49,-1,-1,-1,-1,
33,34,49,50,-1,-1,-1,-1,
34,35,50,51,-1,-1,-1,-1,
3,7,19,23,-1,-1,-1,-1,
7,11,23,27,-1,-1,-1,-1,
11,15,27,31,-1,-1,-1,-1,
19,23,35,39,-1,-1,-1,-1,
23,27,39,43,-1,-1,-1,-1,
27,31,43,47,-1,-1,-1,-1,
35,39,51,55,-1,-1,-1,-1,
39,43,55,59,-1,-1,-1,-1,
43,47,59,63,-1,-1,-1,-1,
12,13,28,29,-1,-1,-1,-1,
28,29,44,45,-1,-1,-1,-1,
44,45,60,61,-1,-1,-1,-1,
13,14,29,30,-1,-1,-1,-1,
29,30,45,46,-1,-1,-1,-1,
45,46,61,62,-1,-1,-1,-1,
14,15,30,31,-1,-1,-1,-1,
30,31,46,47,-1,-1,-1,-1,
46,47,62,63,-1,-1,-1,-1,
0,4,16,20,-1,-1,-1,-1,
16,20,32,36,-1,-1,-1,-1,
32,36,48,52,-1,-1,-1,-1,
4,8,20,24,-1,-1,-1,-1,
20,24,36,40,-1,-1,-1,-1,
36,40,52,56,-1,-1,-1,-1,
8,12,24,28,-1,-1,-1,-1,
24,28,40,44,-1,-1,-1,-1,
40,44,56,60,-1,-1,-1,-1,
48,49,52,53,-1,-1,-1,-1,
49,50,53,54,-1,-1,-1,-1,
50,51,54,55,-1,-1,-1,-1,
52,53,56,57,-1,-1,-1,-1,
53,54,57,58,-1,-1,-1,-1,
54,55,58,59,-1,-1,-1,-1,
56,57,60,61,-1,-1,-1,-1,
57,58,61,62,-1,-1,-1,-1,
58,59,62,63,-1,-1,-1,-1,
