11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
6,7,8,
11,9,10,
11,9,10,
0,7,2,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,7,8,
0,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,8,
6,1,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
6,7,2,
