1,15,14,
2,16,15,
3,17,16,
4,18,17,
5,19,18,
6,20,19,
7,21,20,
8,22,21,
9,23,22,
10,24,23,
11,25,24,
12,26,25,
15,28,27,
15,16,28,
16,29,28,
16,17,29,
17,30,29,
17,18,30,
18,31,30,
18,19,31,
19,32,31,
19,20,32,
20,33,32,
20,21,33,
21,34,33,
21,22,34,
22,35,34,
22,23,35,
23,36,35,
23,24,36,
24,37,36,
24,25,37,
25,38,37,
28,40,39,
28,29,40,
29,41,40,
29,30,41,
30,42,41,
30,31,42,
31,43,42,
31,32,43,
32,44,43,
32,33,44,
33,45,44,
33,34,45,
34,46,45,
34,35,46,
35,47,46,
35,36,47,
36,48,47,
36,37,48,
37,49,48,
40,51,50,
40,41,51,
41,52,51,
41,42,52,
42,53,52,
42,43,53,
43,54,53,
43,44,54,
44,55,54,
44,45,55,
45,56,55,
45,46,56,
46,57,56,
46,47,57,
47,58,57,
47,48,58,
48,59,58,
51,61,60,
51,52,61,
52,62,61,
52,53,62,
53,63,62,
53,54,63,
54,64,63,
54,55,64,
55,65,64,
55,56,65,
56,66,65,
56,57,66,
57,67,66,
57,58,67,
58,68,67,
61,70,69,
61,62,70,
62,71,70,
62,63,71,
63,72,71,
63,64,72,
64,73,72,
64,65,73,
65,74,73,
65,66,74,
66,75,74,
66,67,75,
67,76,75,
70,78,77,
70,71,78,
71,79,78,
71,72,79,
72,80,79,
72,73,80,
73,81,80,
73,74,81,
74,82,81,
74,75,82,
75,83,82,
78,85,84,
78,79,85,
79,86,85,
79,80,86,
80,87,86,
80,81,87,
81,88,87,
81,82,88,
82,89,88,
85,91,90,
85,86,91,
86,92,91,
86,87,92,
87,93,92,
87,88,93,
88,94,93,
91,96,95,
91,92,96,
92,97,96,
92,93,97,
93,98,97,
96,100,99,
96,97,100,
97,101,100,
100,103,102,
0,1,14,
1,2,15,
2,3,16,
3,4,17,
4,5,18,
5,6,19,
6,7,20,
7,8,21,
8,9,22,
9,10,23,
10,11,24,
11,12,25,
12,13,26,
25,26,38,
37,38,49,
48,49,59,
58,59,68,
67,68,76,
75,76,83,
82,83,89,
88,89,94,
93,94,98,
97,98,101,
100,101,103,
102,103,104,
99,100,102,
95,96,99,
90,91,95,
84,85,90,
77,78,84,
69,70,77,
60,61,69,
50,51,60,
39,40,50,
27,28,39,
14,15,27,
0,1,-1,
1,2,-1,
2,3,-1,
3,4,-1,
4,5,-1,
5,6,-1,
6,7,-1,
7,8,-1,
8,9,-1,
9,10,-1,
10,11,-1,
11,12,-1,
12,13,-1,
13,26,-1,
26,38,-1,
38,49,-1,
49,59,-1,
59,68,-1,
68,76,-1,
76,83,-1,
83,89,-1,
89,94,-1,
94,98,-1,
98,101,-1,
101,103,-1,
103,104,-1,
104,102,-1,
102,99,-1,
99,95,-1,
95,90,-1,
90,84,-1,
84,77,-1,
77,69,-1,
69,60,-1,
60,50,-1,
50,39,-1,
39,27,-1,
27,14,-1,
14,0,-1,
